Training Accuracy,Training Loss,test_acc,test_loss
0.40214285254478455,2.3739020824432373,0.23571428656578064,4.6354594230651855
0.6305882334709167,1.6311042308807373,0.6816666722297668,1.5235745906829834
0.7519327998161316,1.3292332887649536,0.7469047904014587,1.3080800771713257
0.8143697381019592,1.1754292249679565,0.8083333373069763,1.2516462802886963
0.8556722402572632,1.0726314783096313,0.8692857027053833,1.0183603763580322
0.8745378255844116,1.0155726671218872,0.8395237922668457,1.1233280897140503
0.8941596746444702,0.9776128530502319,0.8190476298332214,1.2254321575164795
0.9077731370925903,0.9479619264602661,0.8995237946510315,0.9856178164482117
0.9123949408531189,0.9289424419403076,0.8597618937492371,1.2719643115997314
0.922478973865509,0.9127183556556702,0.9061904549598694,0.9658671617507935
0.9254201650619507,0.9061291813850403,0.935952365398407,0.878389835357666
0.9304621815681458,0.9009073972702026,0.8342857360839844,1.2692773342132568
0.9319327473640442,0.8911762237548828,0.9061904549598694,1.0650227069854736
0.9315966367721558,0.8924678564071655,0.8676190376281738,1.088811993598938
0.9347478747367859,0.8825547099113464,0.9126190543174744,0.9482923150062561
0.9383193254470825,0.8753703832626343,0.9228571653366089,0.9128444790840149
0.9664705991744995,0.762919008731842,0.9676190614700317,0.7295961380004883
0.9753361344337463,0.6783555746078491,0.9669047594070435,0.6850281953811646
0.9749580025672913,0.6408435106277466,0.9719047546386719,0.6351564526557922
0.9745377898216248,0.6039712429046631,0.9666666388511658,0.6297739744186401
0.9752100706100464,0.5783776044845581,0.9628571271896362,0.6139225363731384
0.9761765003204346,0.5571597814559937,0.9521428346633911,0.6442375779151917
0.973739504814148,0.5485326647758484,0.9476190209388733,0.6257612109184265
0.975378155708313,0.5342504978179932,0.9547619223594666,0.5938265919685364
0.9741596579551697,0.5241687893867493,0.9709523916244507,0.5380128622055054
0.9724369645118713,0.5226179361343384,0.9745237827301025,0.5188537240028381
0.9731932878494263,0.511888325214386,0.9683333039283752,0.5300880670547485
0.9732773303985596,0.501376211643219,0.9685714244842529,0.525383472442627
0.973739504814148,0.5009466409683228,0.9661904573440552,0.5256153345108032
0.9752100706100464,0.4902040660381317,0.9669047594070435,0.5266409516334534
0.9759243726730347,0.4831153154373169,0.9647619128227234,0.5215948820114136
0.9842016696929932,0.44612982869148254,0.9830952286720276,0.4453127980232239
0.9893277287483215,0.41541028022766113,0.9809523820877075,0.43859177827835083
0.9892857074737549,0.39790698885917664,0.982619047164917,0.41846024990081787
0.9902100563049316,0.37621885538101196,0.9816666841506958,0.41215604543685913
0.9902940988540649,0.36401766538619995,0.9845238327980042,0.3814239203929901
0.9891596436500549,0.35452115535736084,0.9785714149475098,0.3785889148712158
0.9891596436500549,0.3477482497692108,0.9821428656578064,0.3659608066082001
0.9896218776702881,0.33313262462615967,0.9778571724891663,0.3716338574886322
0.9897478818893433,0.3258460760116577,0.9823809266090393,0.36073827743530273
0.9901680946350098,0.3162461221218109,0.9778571724891663,0.3533860146999359
0.9900000095367432,0.31206172704696655,0.9800000190734863,0.3419345021247864
0.9894117712974548,0.30299288034439087,0.9795238375663757,0.338704913854599
0.9898739457130432,0.2965872287750244,0.9764285683631897,0.3461364805698395
0.9888655543327332,0.2961117923259735,0.9764285683631897,0.33451247215270996
0.9897058606147766,0.2875022292137146,0.9830952286720276,0.3169418275356293
0.9880251884460449,0.2909906208515167,0.9785714149475098,0.3313894271850586
0.9880672097206116,0.28562697768211365,0.9821428656578064,0.3140983581542969
0.9880672097206116,0.28552907705307007,0.9811905026435852,0.30767348408699036
0.9880672097206116,0.2801171839237213,0.9788095355033875,0.3208198845386505
0.9894117712974548,0.27439725399017334,0.9764285683631897,0.3190482556819916
0.9881092309951782,0.27069711685180664,0.973809540271759,0.33308565616607666
0.9862185120582581,0.2761167287826538,0.982619047164917,0.2999195158481598
0.9872689247131348,0.27188992500305176,0.9688095450401306,0.3444063365459442
0.9879412055015564,0.2701132297515869,0.9797618985176086,0.30440932512283325
0.9889075756072998,0.26920372247695923,0.9721428751945496,0.3357703387737274
0.9876050353050232,0.2660362720489502,0.9750000238418579,0.3307447135448456
0.9867647290229797,0.26501643657684326,0.9759523868560791,0.3206937611103058
0.9922689199447632,0.2475220113992691,0.9850000143051147,0.2749396860599518
0.9943697452545166,0.23651912808418274,0.9864285588264465,0.2699291706085205
0.9949159622192383,0.22915250062942505,0.9859523773193359,0.2681942582130432
0.9952520728111267,0.22354230284690857,0.9871428608894348,0.26093238592147827
0.99546217918396,0.21801143884658813,0.9840475916862488,0.2828458845615387
0.9963025450706482,0.21116924285888672,0.9861904978752136,0.2634827196598053
0.9960924386978149,0.20586435496807098,0.9830952286720276,0.26686426997184753
0.9957143068313599,0.20338711142539978,0.9857142567634583,0.23952651023864746
0.9958823323249817,0.19741664826869965,0.9859523773193359,0.2408999800682068
0.995840311050415,0.194058358669281,0.9847618937492371,0.2376503348350525
0.99533611536026,0.19236984848976135,0.9838095307350159,0.240583136677742
0.9957563281059265,0.18863533437252045,0.9788095355033875,0.26983535289764404
0.9956302642822266,0.1836485117673874,0.9852380752563477,0.23339739441871643
0.9951260685920715,0.18319670855998993,0.9816666841506958,0.24803824722766876
0.9952520728111267,0.17916017770767212,0.9847618937492371,0.2291390597820282
0.994831919670105,0.17866471409797668,0.9833333492279053,0.22422604262828827
0.9957143068313599,0.1717892438173294,0.9816666841506958,0.2451835721731186
0.9948739409446716,0.1740681380033493,0.9859523773193359,0.21892406046390533
0.9952940940856934,0.17008918523788452,0.9809523820877075,0.23420122265815735
0.9944958090782166,0.16936787962913513,0.9850000143051147,0.2213517129421234
0.9947898983955383,0.16816696524620056,0.9857142567634583,0.20253729820251465
0.9952940940856934,0.16447578370571136,0.9861904978752136,0.20832891762256622
0.9946218729019165,0.162461057305336,0.9866666793823242,0.2004844844341278
0.9941176176071167,0.16457343101501465,0.9866666793823242,0.20127397775650024
0.9941596388816833,0.1616859883069992,0.9845238327980042,0.21621394157409668
0.994831919670105,0.15816788375377655,0.9830952286720276,0.22380679845809937
0.9945378303527832,0.16012373566627502,0.9845238327980042,0.20844721794128418
0.9947478771209717,0.1566154658794403,0.9840475916862488,0.20688268542289734
0.9961764812469482,0.15043221414089203,0.9864285588264465,0.19503140449523926
0.99760502576828,0.1447453796863556,0.9888095259666443,0.1844342201948166
0.9973949790000916,0.14332033693790436,0.9869047403335571,0.1891723871231079
0.9975209832191467,0.14054632186889648,0.9897618889808655,0.17884351313114166
0.9973949790000916,0.13951286673545837,0.9892857074737549,0.1800227016210556
0.9978571534156799,0.13474245369434357,0.9869047403335571,0.18562602996826172
0.9973529577255249,0.135592982172966,0.9904761910438538,0.16868379712104797
0.9981092214584351,0.13239890336990356,0.9864285588264465,0.18043655157089233
0.9980672001838684,0.13037489354610443,0.9900000095367432,0.163406103849411
0.9981512427330017,0.12720268964767456,0.9900000095367432,0.16791048645973206
0.9985714554786682,0.12526042759418488,0.988095223903656,0.17908278107643127
0.9979411959648132,0.1255279779434204,0.9888095259666443,0.16590842604637146
0.9981092214584351,0.12239444255828857,0.9869047403335571,0.17573654651641846
0.9984453916549683,0.11979717761278152,0.9892857074737549,0.15990644693374634
0.9978571534156799,0.1204533502459526,0.9904761910438538,0.1582830250263214
0.9982773065567017,0.1170787513256073,0.991428554058075,0.15253616869449615
0.9977731108665466,0.11746396124362946,0.9897618889808655,0.1609981507062912
0.9978151321411133,0.11624633520841599,0.9900000095367432,0.15242159366607666
0.9978991746902466,0.11483753472566605,0.9900000095367432,0.15641799569129944
0.9981092214584351,0.11209669709205627,0.9892857074737549,0.15251243114471436
0.9975630044937134,0.11254513263702393,0.9888095259666443,0.15568269789218903
0.9981512427330017,0.11069203913211823,0.9921428561210632,0.1482953429222107
0.998361349105835,0.1073475182056427,0.9902380704879761,0.14817537367343903
0.9978571534156799,0.10827239602804184,0.989047646522522,0.15436634421348572
0.9985294342041016,0.10620089620351791,0.9916666746139526,0.1441163271665573
0.9978991746902466,0.10666503757238388,0.991428554058075,0.1415880173444748
0.9984033703804016,0.10345350950956345,0.9861904978752136,0.1783449500799179
0.9984033703804016,0.10204076021909714,0.9900000095367432,0.14653292298316956
0.9978571534156799,0.10230554640293121,0.9878571629524231,0.1491212099790573
0.9978151321411133,0.10203608125448227,0.9902380704879761,0.14649546146392822
0.9978151321411133,0.10028506815433502,0.989047646522522,0.1444825381040573
0.9986554384231567,0.09717458486557007,0.9919047355651855,0.13490352034568787
0.9989075660705566,0.09498164802789688,0.9916666746139526,0.1360379010438919
0.9985294342041016,0.09523939341306686,0.9916666746139526,0.13118363916873932
0.9987815022468567,0.09425033628940582,0.9916666746139526,0.13345268368721008
0.9986974596977234,0.09483935683965683,0.9919047355651855,0.12695778906345367
0.9988235235214233,0.09238738566637039,0.9921428561210632,0.12806610763072968
0.9986134171485901,0.09226419776678085,0.991428554058075,0.12849335372447968
0.9984874129295349,0.09212122112512589,0.9923809766769409,0.1311510056257248
0.9987815022468567,0.09027648717164993,0.9909523725509644,0.1328914910554886
0.9988235235214233,0.08996211737394333,0.9921428561210632,0.12458746135234833
0.9986974596977234,0.08983359485864639,0.9921428561210632,0.12463855743408203
0.9992016553878784,0.08749793469905853,0.9916666746139526,0.12417224794626236
0.99873948097229,0.08812349289655685,0.9909523725509644,0.1301392763853073
0.9992856979370117,0.08608780056238174,0.9909523725509644,0.12852038443088531
0.9991596341133118,0.08574536442756653,0.9916666746139526,0.12511146068572998
0.9990336298942566,0.08489184081554413,0.991428554058075,0.127584770321846
0.9988235235214233,0.08490260690450668,0.9919047355651855,0.11918256431818008
0.9990336298942566,0.08415231853723526,0.9923809766769409,0.1242273822426796
0.9992016553878784,0.08260572701692581,0.991190493106842,0.12372269481420517
0.9990756511688232,0.08291355520486832,0.9921428561210632,0.12079601734876633
0.9989495873451233,0.08231887221336365,0.9916666746139526,0.12548436224460602
0.9991176724433899,0.08103293180465698,0.991428554058075,0.122398242354393
0.9990336298942566,0.08080022037029266,0.9923809766769409,0.11685533076524734
0.9991596341133118,0.08013194054365158,0.9928571581840515,0.11862687021493912
0.9992016553878784,0.07916240394115448,0.9930952191352844,0.11959493905305862
0.9990336298942566,0.07986535131931305,0.9926190376281738,0.11677700281143188
0.9989916086196899,0.07901275902986526,0.9926190376281738,0.11823448538780212
0.999369740486145,0.07795394212007523,0.9923809766769409,0.11863403022289276
0.999369740486145,0.07794000208377838,0.9923809766769409,0.12035205215215683
0.999369740486145,0.07748682051897049,0.9926190376281738,0.1168205589056015
0.9995378255844116,0.07691169530153275,0.9930952191352844,0.11635904014110565
0.9993277192115784,0.07677846401929855,0.9926190376281738,0.1179998368024826
0.999369740486145,0.0766507163643837,0.9926190376281738,0.11668087542057037
