Training Accuracy,Training Loss,test_acc,test_loss
0.9994537830352783,0.0765053927898407,0.9930952191352844,0.11613669991493225
0.9995378255844116,0.07567314803600311,0.9933333396911621,0.1154387891292572
0.9996638894081116,0.07545609772205353,0.9933333396911621,0.11492741107940674
0.9993277192115784,0.0760827362537384,0.9933333396911621,0.11545120924711227
0.9996638894081116,0.07522964477539062,0.9926190376281738,0.11498665809631348
0.999369740486145,0.07541222870349884,0.9940476417541504,0.1128980815410614
0.9995798468589783,0.07490520179271698,0.9942857027053833,0.11232850700616837
0.9992856979370117,0.0755782276391983,0.9938095211982727,0.11247045546770096
0.999369740486145,0.07486147433519363,0.9933333396911621,0.11228378117084503
0.9995798468589783,0.07426715642213821,0.9938095211982727,0.11028119176626205
0.9996218681335449,0.07373378425836563,0.9933333396911621,0.11157729476690292
0.999369740486145,0.0746142715215683,0.9938095211982727,0.11121213436126709
0.9997059106826782,0.07323775440454483,0.9930952191352844,0.11296137422323227
0.9996638894081116,0.0732395201921463,0.9933333396911621,0.11355771869421005
0.9996638894081116,0.07294274866580963,0.993571400642395,0.11228463798761368
0.9996218681335449,0.07283893972635269,0.9930952191352844,0.11322999745607376
0.9994537830352783,0.07307051867246628,0.9933333396911621,0.11211440712213516
0.9998739361763,0.07206518203020096,0.9933333396911621,0.11207471787929535
0.9996218681335449,0.07267211377620697,0.9940476417541504,0.11149559915065765
0.9995798468589783,0.07298638671636581,0.9940476417541504,0.11149318516254425
0.9992436766624451,0.07317496836185455,0.9940476417541504,0.11183024197816849
0.9996218681335449,0.07234364002943039,0.993571400642395,0.11127711087465286
0.9997898936271667,0.07221730798482895,0.9938095211982727,0.11115045100450516
0.9993277192115784,0.07270760834217072,0.9940476417541504,0.11113602668046951
0.9996218681335449,0.07224319130182266,0.9938095211982727,0.11098836362361908
0.9997478723526001,0.07160073518753052,0.993571400642395,0.1106792539358139
0.9995378255844116,0.07256783545017242,0.9933333396911621,0.1108391210436821
0.9997478723526001,0.07182741165161133,0.9930952191352844,0.11116276681423187
0.999369740486145,0.07343873381614685,0.9933333396911621,0.11165391653776169
0.9997059106826782,0.07178477197885513,0.993571400642395,0.11080572009086609
0.9995378255844116,0.07234750688076019,0.9938095211982727,0.11049811542034149
0.9997478723526001,0.07166055589914322,0.993571400642395,0.1106640100479126
0.9996638894081116,0.07197429239749908,0.9938095211982727,0.11060737073421478
0.9996218681335449,0.07206276059150696,0.9938095211982727,0.1106981560587883
0.9995378255844116,0.07256432622671127,0.993571400642395,0.11053603142499924
0.9997059106826782,0.07182944566011429,0.9938095211982727,0.11082237958908081
0.9995378255844116,0.07213053852319717,0.993571400642395,0.11008159816265106
0.9997059106826782,0.07171104848384857,0.993571400642395,0.11071503162384033
0.9997059106826782,0.07179899513721466,0.9938095211982727,0.11087243258953094
0.999495804309845,0.0724523738026619,0.993571400642395,0.11029703915119171
0.999369740486145,0.07251499593257904,0.993571400642395,0.11065305024385452
0.9997059106826782,0.0719386488199234,0.9938095211982727,0.11015686392784119
0.9994537830352783,0.07254088670015335,0.9938095211982727,0.11054535955190659
0.9994537830352783,0.07235269248485565,0.9940476417541504,0.1102428138256073
0.9997478723526001,0.07136452198028564,0.993571400642395,0.11049722135066986
0.9996638894081116,0.0716743916273117,0.9938095211982727,0.11080370098352432
0.9996638894081116,0.07190218567848206,0.9938095211982727,0.11032895743846893
0.9998319149017334,0.07127323746681213,0.993571400642395,0.11071274429559708
0.9997898936271667,0.07151517271995544,0.993571400642395,0.10988149791955948
0.9998319149017334,0.07185065001249313,0.9938095211982727,0.11001420021057129
0.9997898936271667,0.07151127606630325,0.993571400642395,0.11011406034231186
0.999495804309845,0.07248329371213913,0.993571400642395,0.11025475710630417
0.9995798468589783,0.07212945818901062,0.9938095211982727,0.11049473285675049
0.9996218681335449,0.07230354100465775,0.9938095211982727,0.1104775220155716
0.9998319149017334,0.07148179411888123,0.993571400642395,0.10987628251314163
0.9997478723526001,0.07147634774446487,0.993571400642395,0.11067306250333786
0.9996218681335449,0.0715714767575264,0.9938095211982727,0.10996264219284058
0.9997059106826782,0.07177606225013733,0.9938095211982727,0.11031634360551834
0.9995798468589783,0.07174501568078995,0.9938095211982727,0.10999420285224915
0.9995798468589783,0.07218341529369354,0.9940476417541504,0.1106409877538681
0.9994537830352783,0.07225803285837173,0.9938095211982727,0.1103871688246727
0.999495804309845,0.0721067488193512,0.9938095211982727,0.11001614481210709
0.9996638894081116,0.07225524634122849,0.9938095211982727,0.11045818775892258
0.9997898936271667,0.07160570472478867,0.993571400642395,0.11041583865880966
0.999495804309845,0.07233407348394394,0.9938095211982727,0.11066606640815735
0.9996218681335449,0.07165960967540741,0.9938095211982727,0.11060521751642227
0.9996218681335449,0.07199923694133759,0.993571400642395,0.1107836440205574
0.9996218681335449,0.07187838852405548,0.9940476417541504,0.1108086034655571
0.9997059106826782,0.07154950499534607,0.993571400642395,0.11060536652803421
0.9996638894081116,0.07171106338500977,0.993571400642395,0.110505610704422
0.999369740486145,0.07215344160795212,0.9940476417541504,0.1106078028678894
0.9996218681335449,0.07224512100219727,0.993571400642395,0.11103139817714691
0.9995378255844116,0.07185213267803192,0.9938095211982727,0.11054383218288422
0.9997059106826782,0.07199183851480484,0.9938095211982727,0.11039827764034271
0.9995798468589783,0.07199954241514206,0.9933333396911621,0.11079186946153641
0.9995378255844116,0.07184793055057526,0.993571400642395,0.11075001955032349
0.9996638894081116,0.07191170006990433,0.9940476417541504,0.11037421226501465
0.9994537830352783,0.07249679416418076,0.9938095211982727,0.11057814210653305
0.9996218681335449,0.07142551243305206,0.9938095211982727,0.1104845479130745
0.9999159574508667,0.07105819135904312,0.9938095211982727,0.11066075414419174
0.9996638894081116,0.07176397740840912,0.993571400642395,0.1109173372387886
0.9997478723526001,0.07185886800289154,0.993571400642395,0.11041774600744247
0.9997059106826782,0.07187513262033463,0.9938095211982727,0.10990040004253387
0.9995798468589783,0.07203178107738495,0.9933333396911621,0.11010931432247162
0.9997478723526001,0.07159063965082169,0.993571400642395,0.11023491621017456
0.9994537830352783,0.07204757630825043,0.9938095211982727,0.11037883162498474
0.9996638894081116,0.07241413742303848,0.9940476417541504,0.11032550036907196
0.999495804309845,0.07231050729751587,0.9938095211982727,0.11049221456050873
0.9996638894081116,0.0716322585940361,0.9938095211982727,0.11027656495571136
0.9997898936271667,0.07137670367956161,0.993571400642395,0.11052422225475311
0.9997478723526001,0.07136551290750504,0.9940476417541504,0.11055871844291687
0.9996638894081116,0.07227031886577606,0.9938095211982727,0.1107158213853836
0.9995378255844116,0.07161274552345276,0.993571400642395,0.11072861403226852
0.9994117617607117,0.07217536121606827,0.993571400642395,0.11037680506706238
0.9995378255844116,0.07202086597681046,0.9938095211982727,0.11059809476137161
0.9997478723526001,0.07154259085655212,0.993571400642395,0.109720379114151
0.9997478723526001,0.07164247334003448,0.9940476417541504,0.11074184626340866
0.9997478723526001,0.07133840769529343,0.9938095211982727,0.11017952114343643
0.9997478723526001,0.07177021354436874,0.9938095211982727,0.11070962250232697
0.9996638894081116,0.0716252326965332,0.993571400642395,0.1105591431260109
0.9996638894081116,0.07160519808530807,0.9940476417541504,0.1101597249507904
0.9996218681335449,0.07204865664243698,0.9938095211982727,0.11002609878778458
0.9997898936271667,0.07133807986974716,0.993571400642395,0.1111031174659729
0.999495804309845,0.0719362422823906,0.993571400642395,0.11012778431177139
0.9995378255844116,0.07159213721752167,0.9940476417541504,0.11020935326814651
0.9997059106826782,0.07144498080015182,0.9938095211982727,0.11042167246341705
0.9997478723526001,0.07135774940252304,0.9938095211982727,0.11042662709951401
0.9997478723526001,0.07143168151378632,0.993571400642395,0.11000160127878189
0.9996218681335449,0.0718374252319336,0.9938095211982727,0.10995466262102127
0.9996638894081116,0.07162009179592133,0.9938095211982727,0.10982280224561691
0.9996638894081116,0.07151803374290466,0.9940476417541504,0.1101885512471199
0.9995798468589783,0.07192759960889816,0.9938095211982727,0.11042961478233337
0.9997059106826782,0.07173208892345428,0.993571400642395,0.11007063835859299
0.9995798468589783,0.07212221622467041,0.9940476417541504,0.1099838986992836
0.9996218681335449,0.07175088673830032,0.993571400642395,0.10976167768239975
0.9997898936271667,0.07137070596218109,0.9938095211982727,0.11027152836322784
0.9997478723526001,0.0715496763586998,0.9940476417541504,0.1104729175567627
0.9995378255844116,0.07254800200462341,0.9938095211982727,0.10991282016038895
0.9996218681335449,0.07176295667886734,0.993571400642395,0.11031519621610641
0.999495804309845,0.07206598669290543,0.993571400642395,0.11030153185129166
0.9998319149017334,0.07120856642723083,0.993571400642395,0.11038129776716232
0.9996218681335449,0.0722663626074791,0.9933333396911621,0.1104452982544899
0.9996638894081116,0.07130345702171326,0.9940476417541504,0.11010841280221939
0.9997478723526001,0.07166573405265808,0.9938095211982727,0.10989449918270111
0.9995798468589783,0.0716579407453537,0.993571400642395,0.11032336950302124
0.9996638894081116,0.07163360714912415,0.9940476417541504,0.11024928838014603
0.9996218681335449,0.0715908408164978,0.9940476417541504,0.1098313257098198
0.9994537830352783,0.07185593247413635,0.9938095211982727,0.11019677668809891
0.9995798468589783,0.0721055194735527,0.9940476417541504,0.11057258397340775
0.9996218681335449,0.07187286764383316,0.993571400642395,0.10998183488845825
0.9995378255844116,0.07186274975538254,0.9933333396911621,0.11035801470279694
0.9995798468589783,0.07192137837409973,0.9938095211982727,0.11013327538967133
0.9997898936271667,0.07129818946123123,0.9938095211982727,0.11060529947280884
0.9993277192115784,0.07206800580024719,0.9938095211982727,0.11009830981492996
0.9995378255844116,0.07210254669189453,0.993571400642395,0.11003106087446213
0.9994117617607117,0.07200978696346283,0.9940476417541504,0.10972931236028671
0.999495804309845,0.07181201875209808,0.9938095211982727,0.11010797321796417
0.9996218681335449,0.07158984243869781,0.9938095211982727,0.11006814986467361
0.999495804309845,0.07173127681016922,0.9938095211982727,0.11004140228033066
0.9996638894081116,0.07176955789327621,0.993571400642395,0.10956227779388428
0.9993277192115784,0.07268964499235153,0.9940476417541504,0.11007069051265717
0.9997898936271667,0.07140710204839706,0.9940476417541504,0.11016420274972916
0.9998739361763,0.0714801549911499,0.9938095211982727,0.10973863303661346
0.999495804309845,0.07183279097080231,0.9940476417541504,0.10980354249477386
0.9997059106826782,0.07139240950345993,0.9938095211982727,0.10999970883131027
0.9995798468589783,0.07158473134040833,0.9938095211982727,0.11017996817827225
0.999495804309845,0.07205745577812195,0.9938095211982727,0.11023152619600296
0.9997059106826782,0.07144781202077866,0.993571400642395,0.11052041500806808
0.9996218681335449,0.07162733376026154,0.9938095211982727,0.11012284457683563
0.9992856979370117,0.07217875868082047,0.9938095211982727,0.11039076745510101
0.9996218681335449,0.07168091833591461,0.9940476417541504,0.11054805666208267
0.9997478723526001,0.07140996307134628,0.9938095211982727,0.10963903367519379
0.9997898936271667,0.07139619439840317,0.993571400642395,0.11007881164550781
0.9995798468589783,0.0717097595334053,0.993571400642395,0.11078477650880814
0.9994537830352783,0.07255937159061432,0.9938095211982727,0.11024411767721176
0.9996218681335449,0.07155589014291763,0.9940476417541504,0.10979872196912766
0.9997478723526001,0.07143690437078476,0.9938095211982727,0.11013497412204742
0.9995798468589783,0.0712614506483078,0.993571400642395,0.11003895103931427
0.9995378255844116,0.07182718068361282,0.9940476417541504,0.11027511209249496
0.9996218681335449,0.07164176553487778,0.993571400642395,0.10987931489944458
0.9994537830352783,0.07206515967845917,0.993571400642395,0.10959853231906891
0.9995798468589783,0.07192620635032654,0.9938095211982727,0.10956604033708572
0.9995378255844116,0.07159681618213654,0.9940476417541504,0.10973754525184631
0.9996218681335449,0.07136427611112595,0.9940476417541504,0.1100275069475174
0.9996218681335449,0.07197465002536774,0.9938095211982727,0.11000046879053116
0.9997059106826782,0.07152990996837616,0.9938095211982727,0.10964372754096985
0.9995798468589783,0.07163888961076736,0.9938095211982727,0.10953620821237564
0.999495804309845,0.07191421836614609,0.9940476417541504,0.10989785939455032
0.9993277192115784,0.07281675189733505,0.9938095211982727,0.11022857576608658
0.9997898936271667,0.07122862339019775,0.993571400642395,0.11037630587816238
0.9995798468589783,0.07176485657691956,0.993571400642395,0.11016492545604706
0.9996638894081116,0.07147481292486191,0.9940476417541504,0.10978973656892776
0.9996218681335449,0.07175587862730026,0.9940476417541504,0.10974226146936417
0.9995798468589783,0.07192806154489517,0.9938095211982727,0.11034543812274933
0.9995798468589783,0.07175233215093613,0.9938095211982727,0.10973542183637619
0.9996218681335449,0.07177575677633286,0.9938095211982727,0.10977517813444138
0.9996218681335449,0.07134523242712021,0.9933333396911621,0.11025238037109375
0.9997478723526001,0.07121790945529938,0.9940476417541504,0.1101258248090744
0.9996218681335449,0.07142237573862076,0.993571400642395,0.10990850627422333
0.9992016553878784,0.07208670675754547,0.9938095211982727,0.11051815003156662
0.9997478723526001,0.07135576009750366,0.9938095211982727,0.1101013794541359
0.999495804309845,0.07181105762720108,0.9940476417541504,0.11008899658918381
0.9994537830352783,0.07152841985225677,0.9940476417541504,0.1101948544383049
0.9996638894081116,0.07167218625545502,0.9940476417541504,0.11018726974725723
0.9994537830352783,0.07249677181243896,0.9938095211982727,0.1101992130279541
0.9997059106826782,0.07141280174255371,0.9933333396911621,0.11009790748357773
0.999369740486145,0.07208443433046341,0.9940476417541504,0.11010768264532089
0.9997478723526001,0.07140079140663147,0.9938095211982727,0.10955280065536499
0.9996638894081116,0.07125081866979599,0.9940476417541504,0.1100805476307869
0.9994117617607117,0.0720418393611908,0.993571400642395,0.1100701317191124
0.9995378255844116,0.0717400461435318,0.993571400642395,0.11003084480762482
0.9997059106826782,0.07156729698181152,0.9940476417541504,0.10993247479200363
0.9996638894081116,0.07138696312904358,0.9940476417541504,0.11013571918010712
0.9997478723526001,0.07108907401561737,0.993571400642395,0.10973455011844635
0.9997898936271667,0.07134933769702911,0.993571400642395,0.11031736433506012
0.9996218681335449,0.0714283436536789,0.9938095211982727,0.10969892144203186
0.9997898936271667,0.07127532362937927,0.9938095211982727,0.11007599532604218
0.9997059106826782,0.07145622372627258,0.9940476417541504,0.10976595431566238
0.9997898936271667,0.07116382569074631,0.993571400642395,0.11017151176929474
0.9996218681335449,0.07154740393161774,0.9938095211982727,0.10971734672784805
0.9996638894081116,0.07156825065612793,0.993571400642395,0.10980735719203949
0.999369740486145,0.07237695157527924,0.9940476417541504,0.10974395275115967
0.9996218681335449,0.07174701988697052,0.9938095211982727,0.10987377166748047
0.9995798468589783,0.07179911434650421,0.993571400642395,0.11010700464248657
0.9995798468589783,0.0718974769115448,0.9940476417541504,0.1101592630147934
0.9998319149017334,0.07127904891967773,0.9938095211982727,0.11003262549638748
0.9996638894081116,0.07173063606023788,0.9940476417541504,0.10964642465114594
0.9997059106826782,0.07108043879270554,0.9938095211982727,0.10990149527788162
0.9996638894081116,0.07147274166345596,0.9938095211982727,0.1101154312491417
0.9997059106826782,0.071198970079422,0.9938095211982727,0.10999291390180588
0.9997478723526001,0.07131974399089813,0.993571400642395,0.10975025594234467
0.999495804309845,0.07173217087984085,0.9940476417541504,0.11020167171955109
0.9996218681335449,0.07128510624170303,0.9938095211982727,0.11007042974233627
0.9998739361763,0.07087957113981247,0.9940476417541504,0.10987773537635803
0.9996218681335449,0.07138209044933319,0.9938095211982727,0.11001337319612503
0.9997898936271667,0.07102109491825104,0.9938095211982727,0.11018642038106918
0.9998319149017334,0.07089366018772125,0.9940476417541504,0.11026789993047714
0.9996638894081116,0.07139566540718079,0.9938095211982727,0.10998573899269104
0.9996638894081116,0.07115199416875839,0.9938095211982727,0.1101050153374672
0.9997059106826782,0.0715704932808876,0.9940476417541504,0.10989437997341156
0.9995378255844116,0.07165032625198364,0.9938095211982727,0.11015044152736664
0.9996638894081116,0.07141245156526566,0.993571400642395,0.11044331640005112
0.9997898936271667,0.07111144810914993,0.9940476417541504,0.1098874881863594
0.9995798468589783,0.07131972163915634,0.9940476417541504,0.10996409505605698
0.9997478723526001,0.07151675969362259,0.9940476417541504,0.11011596024036407
0.999369740486145,0.07179347425699234,0.9938095211982727,0.11038651317358017
0.9994537830352783,0.07198517769575119,0.9940476417541504,0.10999251902103424
0.9995378255844116,0.07150804996490479,0.9938095211982727,0.11007709801197052
0.9994117617607117,0.07174158841371536,0.9938095211982727,0.11012064665555954
0.9996638894081116,0.07134030014276505,0.9940476417541504,0.11023056507110596
0.9998739361763,0.07074668258428574,0.9938095211982727,0.10989747196435928
0.9997059106826782,0.07139889150857925,0.9940476417541504,0.11062247306108475
0.9997898936271667,0.07136764377355576,0.9940476417541504,0.10936682671308517
0.9995798468589783,0.07124844938516617,0.9938095211982727,0.11028467863798141
0.9995378255844116,0.07164613902568817,0.9940476417541504,0.10942249000072479
0.9997898936271667,0.07122205197811127,0.993571400642395,0.11002779006958008
0.9996638894081116,0.07110166549682617,0.9940476417541504,0.11042112112045288
0.9998739361763,0.07072299718856812,0.9938095211982727,0.11007945239543915
0.9996218681335449,0.07121279090642929,0.9940476417541504,0.10989028215408325
0.9995378255844116,0.07221432775259018,0.9940476417541504,0.11033945530653
0.999495804309845,0.07154271751642227,0.9940476417541504,0.10983443260192871
